MATERIAL,DESCRIPTION,SALES,CUSTCOUNT,SOCOUNT,Index,Bin - Rev,Cumulative Sales,Bin - Cust,Bin - Order Freq,Classification,Multichannel,Larger P,Material Type,COP,Production,Category
102710,POPCORN WHITE 30OZ," 8,158 ",22,80,1772,C,0.916,Z,N,CZN,True,Non Retail,TRADING,US,,Grocery
61330,GLUTEN FREE MIX CUPCAKE RED VELVET 450G," 8,148 ",12,41,1773,C,0.916,Z,N,CZN,True,Retail,TRADING,AU,,"Flour, Grain & Flakes"
67519,SUGAR CASTER SPECIAL GOLDTREE 1KG," 8,136 ",17,65,1774,C,0.916,Z,N,CZN,True,Retail,FG,P-SG,Y,Bakery
66027,EMULCO STRAWBERRY REDMAN 100ML," 8,129 ",28,70,1775,C,0.916,Z,N,CZN,True,Retail,FG,P-SG,Y,Bakery
106836,FRZ US BEEF SHORT RIB B/I PRIME/DEMKOTA," 8,129 ",1,1,1776,C,0.916,Z,N,CZN,True,Non Retail,TRADING,US,,Meat
56767,SPICES TURMERIC POWDER/REDMAN 450G," 8,128 ",49,231,1777,C,0.917,Z,N,CZN,True,Non Retail,TRADING,IN,,Grocery
103648,PEARL COUSCOUS NATURAL 16OZ," 8,124 ",47,303,1778,C,0.917,Z,N,CZN,True,Non Retail,TRADING,CA,,Grocery
55586,PERFECT BROWNIE PAN 12CUP C S," 8,120 ",19,22,1779,C,0.917,Z,N,CZN,True,Retail,TRADING,ID,,Non Food
56972,"ICING BAG 21"" DISPOSABLE 200PC"," 8,112 ",40,176,1780,C,0.917,Z,N,CZN,True,Non Retail,TRADING,KR,,Non Food
104881,ROUGE FLOUR T45/BAGATELLE 1KG," 8,109 ",32,111,1781,C,0.917,Z,N,CZN,True,Non Retail,TRADING,FR,,"Flour, Grain & Flakes"
106121,SILICONE SPATULA 20.5CM LILAC," 8,109 ",34,38,1782,C,0.917,Z,N,CZN,True,Retail,TRADING,CN,,Non Food
56764,SPICES CAJUN/REDMAN 80G," 8,092 ",26,267,1783,C,0.917,Z,N,CZN,True,Retail,TRADING,TH,,Grocery
58059,SOFTGEL P SUPER RED/AMERICOLOR 0.75OZ," 8,085 ",45,91,1784,C,0.917,Z,N,CZN,True,Retail,TRADING,US,,Bakery
12645,GLOVES DISPOSABLE FREE SIZE 100PC," 8,081 ",51,148,1785,C,0.917,Y,N,CYN,True,Retail,TRADING,ID,,Non Food
104882,ROUGE FLOUR T55/BAGATELLE 1KG," 8,060 ",35,129,1786,C,0.917,Z,N,CZN,True,Non Retail,TRADING,FR,,"Flour, Grain & Flakes"
111126,CHD AU BEEF GF OP RIBS/GRAINVILLE," 8,058 ",0,0,1787,C,0.917,Z,N,CZN,True,Non Retail,TRADING,AU,,Meat
57110,DRIED PITTED DATES DEGLET REDMAN 1KG," 8,057 ",17,66,1788,C,0.917,Z,N,CZN,True,Retail,FG,P-SG,Y,Fruits
104147,CANDY JELLY UNICORN HEART 30G," 8,052 ",0,0,1789,C,0.917,Z,N,CZN,True,Retail,TRADING,KR,,Grocery
614,FLAVOURED CONC BARLEY REDMAN 500ML," 8,047 ",8,33,1790,C,0.918,Z,N,CZN,True,Retail,FG,P-SG,Y,Beverage
61568,PREMIUM SYRUP REDMAN 5KG," 8,032 ",18,130,1791,C,0.918,Z,N,CZN,True,Non Retail,FG,P-SG,Y,Bakery
107078,"BOX CAKE WIN LONG7"" 180X110X80MM"," 8,032 ",15,30,1792,C,0.918,Z,N,CZN,True,Non Retail,TRADING,MY,,Non Food
67550,NUT PUMPKIN SEED KERNEL REDMAN 100G," 8,024 ",18,20,1793,C,0.918,Z,N,CZN,True,Retail,FG,P-SG,Y,"Nuts, Seeds & Beans"
80029,"VINEGAR BALSAMIC ""IGP"" 500ML/COLAVITA"," 8,023 ",77,283,1794,C,0.918,Y,N,CYN,True,Non Retail,TRADING,IT,,PHD
67911,ARROWROOT STARCH FLOUR 16OZ," 8,007 ",32,115,1795,C,0.918,Z,N,CZN,True,Retail,TRADING,US,,"Flour, Grain & Flakes"
64057,SPICES CARDAMOM POWDER 60G," 8,006 ",42,173,1796,C,0.918,Z,N,CZN,True,Retail,TRADING,GT,,Grocery
53920,CASE SOUFFLE BROWN D60XH44MM," 8,004 ",23,59,1797,C,0.918,Z,N,CZN,True,Non Retail,TRADING,HK,,Non Food
80747,PASTA ORECHIETTE/PASTA DI 500G," 7,998 ",11,33,1798,C,0.918,Z,N,CZN,True,Non Retail,TRADING,IT,,PHD
109665,MOULD MADELEINE PAN/TOMIZ 12CAV," 7,984 ",6,11,1799,C,0.918,Z,N,CZN,True,Retail,TRADING,CN,,Non Food
200003,FLAVOUR LEMON REDMAN 1KG," 7,974 ",24,98,1800,C,0.918,Z,N,CZN,True,Non Retail,FG,P-SG,Y,Bakery
50070,PEANUT GRATED B ROASTED/REDMAN 250G," 7,969 ",17,33,1801,C,0.918,Z,N,CZN,True,Retail,TRADING,SG,,"Nuts, Seeds & Beans"
102759,GF FLOUR 1-TO-1 BAKING 44OZ," 7,959 ",9,12,1802,C,0.918,Z,N,CZN,True,Retail,TRADING,US,,"Flour, Grain & Flakes"
66021,SPICES MIXED REDMAN 40G," 7,957 ",40,128,1803,C,0.918,Z,N,CZN,True,Retail,FG,P-SG,Y,Grocery
107404,DRIED FLOWER EDIBLE ROSE PETALS 12G," 7,945 ",34,66,1804,C,0.919,Z,N,CZN,True,Non Retail,TRADING,AU,,Bakery
51593,CASE SOUFFLE  WHT 60X44MM 50PC," 7,922 ",28,138,1805,C,0.919,Z,N,CZN,True,Non Retail,TRADING,HK,,Non Food
103644,RICE FLOUR BROWN 24OZ," 7,906 ",31,170,1806,C,0.919,Z,N,CZN,True,Non Retail,TRADING,US,,"Flour, Grain & Flakes"
202179,DARK COMPOUND CHIPS 22000 BAKEWAY 10KG," 7,900 ",1,1,1807,C,0.919,Z,N,CZN,True,Non Retail,FG,P-SG,Y,Chocolates
56916,CHEESE CHEDDAR HERBS GARL/SNOWDONIA 200G," 7,897 ",10,22,1808,C,0.919,Z,N,CZN,True,Retail,TRADING,GB,,Cheese
56990,ROLLING PIN PE PLST DIA30 L330 SN8035," 7,885 ",12,21,1809,C,0.919,Z,N,CZN,True,Retail,TRADING,TW,,Non Food
68244,FILLING PASTE MC PU'ER TEA REDMAN 1KG," 7,880 ",11,23,1810,C,0.919,Z,N,CZN,True,Non Retail,TRADING,MY,,Filling & Jam
105601,GOLDEN SYRUP POURING (BAKING) 325G," 7,874 ",16,19,1811,C,0.919,Z,N,CZN,True,Retail,TRADING,GB,,Bakery
58650,COCONUT CREAM UHT/CHAOKOH 250ML," 7,870 ",50,144,1812,C,0.919,Y,N,CYN,True,Retail,TRADING,TH,,Fat & Oil
56856,SPICES OREGANO LEAVES/REDMAN 500G," 7,860 ",132,345,1813,C,0.919,Y,M,CYM,True,Non Retail,TRADING,TR,,Grocery
55726,SPICES PARSLEY FLAKES/REDMAN 17G," 7,849 ",22,259,1814,C,0.919,Z,N,CZN,True,Retail,TRADING,NZ,,Grocery
52148,DECOR PASTEL STAR REDMAN 450G," 7,843 ",15,64,1815,C,0.92,Z,N,CZN,True,Non Retail,FG,P-SG,Y,Bakery
109361,CHD AU BEEF EQG SHORT RIB B/L/ FREE REIN," 7,839 ",8,22,1816,C,0.92,Z,N,CZN,True,Non Retail,TRADING,AU,,Meat
105250,BISCUIT CINNAMON CRISPS/GULLON 235G," 7,829 ",6,75,1817,C,0.92,Z,N,CZN,True,Retail,TRADING,ES,,Grocery
58975,GLUTEN FREE MIX BUTTERMILK PANCAKE 300G," 7,825 ",12,68,1818,C,0.92,Z,N,CZN,True,Non Retail,TRADING,AU,,"Flour, Grain & Flakes"
68018,SYRUP LEMONADE/DAVINCI GOURMET 1L," 7,821 ",25,149,1819,C,0.92,Z,N,CZN,True,Non Retail,TRADING,MY,,Beverage
63786,RUM SPECIAL PATISSIER 44%VOL/NEGRITA 1L," 7,811 ",17,39,1820,C,0.92,Z,N,CZN,True,Retail,TRADING,FR,,Beverage
61368,CAKEBOARD WOODEN ROUND GOLD 10," 7,804 ",16,81,1821,C,0.92,Z,N,CZN,True,Non Retail,TRADING,CN,,Non Food
108409,IQF APPLE CUBES 8177/RAVIFRUIT 1KG," 7,802 ",30,138,1822,C,0.92,Z,N,CZN,True,Non Retail,TRADING,FR,,Fruits
977,NUT ALMOND WHOLE W/SKIN 50LBS," 7,798 ",13,29,1823,C,0.92,Z,N,CZN,True,Non Retail,TRADING,US,,"Nuts, Seeds & Beans"
66238,ROLLED FONDANT GREEN REDMAN 500G," 7,796 ",38,170,1824,C,0.92,Z,N,CZN,True,Non Retail,FG,P-SG,Y,Bakery
100052,IQF S/BERRY WILD CUL 8360/RAVIFRUIT 1KG," 7,794 ",13,35,1825,C,0.92,Z,N,CZN,True,Non Retail,TRADING,FR,,Fruits
56913,CHEESE CHEDDAR SMOKED/SNOWDONIA 200G," 7,790 ",22,67,1826,C,0.92,Z,N,CZN,True,Retail,TRADING,GB,,Cheese
200160,CHD US BEEF STRIPLOIN PRIME (PORTIONED)," 7,785 ",9,50,1827,C,0.92,Z,N,CZN,True,Non Retail,FG,P-SG,Y,Meat
109952,ASPARAGUS WHITE XL 16-20MM," 7,776 ",20,77,1828,C,0.92,Z,N,CZN,True,Non Retail,TRADING,PE,,PHD
200680,MIX PINEAPPLE TART ORIGINAL REDMAN 500G," 7,756 ",1,1,1829,C,0.92,Z,N,CZN,True,Retail,FG,P-SG,Y,"Flour, Grain & Flakes"
67917,CORNSTARCH 18OZ," 7,750 ",15,24,1830,C,0.92,Z,N,CZN,True,Retail,TRADING,US,,Bakery
201213,PWD EXTRACT PANDAN LEAF REDMAN 50G," 7,728 ",25,41,1831,C,0.92,Z,N,CZN,True,Retail,FG,P-SG,Y,Bakery
65735,GF OATS ROLLED REGULAR 25LBS," 7,726 ",2,23,1832,C,0.92,Z,N,CZN,True,Non Retail,TRADING,US,,"Flour, Grain & Flakes"
107416,CHOCOLATE CHIPS 72% DARK CACAO 283G," 7,725 ",0,0,1833,C,0.92,Z,N,CZN,True,Retail,TRADING,SG,,Chocolates
102760,GF MIX PANCAKE 24OZ," 7,722 ",10,40,1834,C,0.92,Z,N,CZN,True,Retail,TRADING,US,,"Flour, Grain & Flakes"
202445,FRZ AU WAGYU STRIPLOIN MB4-5/ JAC," 7,722 ",0,0,1835,C,0.921,Z,N,CZN,True,Non Retail,FG,P-SG,Y,Meat
64603,BISCUIT SHARKIES GLUTEN FREE/GULLON 250G," 7,708 ",4,112,1836,C,0.921,Z,N,CZN,True,Retail,TRADING,ES,,Grocery
109565,DARK CHOC COUVERTURE DAIRY FREE NXT 2.5K," 7,701 ",17,37,1837,C,0.921,Z,N,CZN,True,Non Retail,TRADING,BE,,Chocolates
61664,CAN PINEAPPLE TIDBITS/HOSEN 3050G," 7,700 ",34,168,1838,C,0.921,Z,N,CZN,True,Non Retail,TRADING,SG,,Fruits
110725,NUT WALNUT LHP 80 / ANDERSEN (10KG)," 7,692 ",1,1,1839,C,0.921,Z,N,CZN,True,Non Retail,TRADING,US,,"Nuts, Seeds & Beans"
53305,CAKE WRAP OPS FILM 5CMX150M/R 0.25M/M," 7,692 ",43,118,1840,C,0.921,Z,N,CZN,True,Non Retail,TRADING,TW,,Non Food
62886,SILICONE MACARON MAT 400X300MM," 7,675 ",10,24,1841,C,0.921,Z,N,CZN,True,Retail,TRADING,CN,,Non Food
60590,SESAME PASTE REDMAN 250G," 7,664 ",54,165,1842,C,0.921,Y,N,CYN,True,Retail,FG,P-SG,Y,Filling & Jam
59399,MAYONNAISE/KEWPIE 500G," 7,651 ",15,21,1843,C,0.921,Z,N,CZN,True,Retail,TRADING,JP,,Grocery
53737,EXTRACT ORANGE NIELSEN 4OZ," 7,645 ",7,8,1844,C,0.921,Z,N,CZN,True,Retail,TRADING,US,,Bakery
106523,"TIN SQUARE ALUM ANODIZED 7X7X3"""," 7,639 ",2,6,1845,C,0.921,Z,N,CZN,True,Retail,TRADING,ID,,Non Food
55724,SPICES BASIL SHREDDED/REDMAN 30G," 7,636 ",11,283,1846,C,0.921,Z,N,CZN,True,Retail,TRADING,EG,,Grocery
54246,CHEESE MOZZARELLA (PEAR SHAPE)/ALBA 250G," 7,636 ",4,4,1847,C,0.921,Z,N,CZN,True,Retail,TRADING,AU,,Cheese
110605,SOUR CREAM PREMIUM 35% / BULLA 200ML," 7,631 ",0,0,1848,C,0.921,Z,N,CZN,True,Retail,TRADING,AU,,Dairy
60059,SHORTENING/MARINA 16KG," 7,631 ",12,106,1849,C,0.921,Z,N,CZN,True,Non Retail,TRADING,MY,,Fat & Oil
104149,CANDY JELLY DINO 30G," 7,624 ",1,2,1850,C,0.922,Z,N,CZN,True,Retail,TRADING,KR,,Grocery
52009,RICE CRISPY PUFF BROWN REDMAN 1KG," 7,616 ",74,242,1851,C,0.922,Y,N,CYN,True,Non Retail,TRADING,MY,,Bakery
105340,FRZ SA BEEF TAIL," 7,600 ",5,8,1852,C,0.922,Z,N,CZN,True,Retail,TRADING,BR,,Meat
53672,CHOC COMP BUTTONS WHITE BAKEWAY 1KG," 7,595 ",43,146,1853,C,0.922,Z,N,CZN,True,Retail,FG,P-SG,Y,Chocolates
200987,FLOUR BREAD JAPAN KIN BUSHI REDMAN 1KG," 7,572 ",3,7,1854,C,0.922,Z,N,CZN,True,Retail,FG,P-SG,Y,"Flour, Grain & Flakes"
66946,VANILLA BEAN PASTE MADAGASCAR 4OZ," 7,558 ",25,100,1855,C,0.922,Z,N,CZN,True,Non Retail,TRADING,US,,Bakery
51544,BUCKWHEAT REDMAN 500G," 7,556 ",84,335,1856,C,0.922,Y,N,CYN,True,Non Retail,FG,P-SG,Y,"Flour, Grain & Flakes"
66035,ICE JELLY POWDER REDMAN 450G," 7,549 ",21,39,1857,C,0.922,Z,N,CZN,True,Non Retail,FG,P-SG,Y,Bakery
101297,FRZ SOURSOP SEEDLESS PULP/REDMAN 1KG," 7,547 ",21,76,1858,C,0.922,Z,N,CZN,True,Non Retail,TRADING,MY,,Fruits
54211,SAUCE PASTA NEAPOLITAN/GRANORO 370G," 7,545 ",19,124,1859,C,0.922,Z,N,CZN,True,Non Retail,TRADING,IT,,PHD
16052,RECTANGLE TRAY 10X12X1," 7,544 ",8,10,1860,C,0.922,Z,N,CZN,True,Retail,TRADING,ID,,Non Food
14737,PAN LOAF ALUM FOIL 204X110X538MM," 7,532 ",17,64,1861,C,0.922,Z,N,CZN,True,Retail,TRADING,CN,,Non Food
110663,CHEESE PROC COLOURED SLICE/ARLA 1KG," 7,532 ",41,52,1862,C,0.922,Z,N,CZN,True,Retail,TRADING,DK,,Cheese
11904,GREEN BEAN (FRIED) POWDER/REDMAN 250G," 7,524 ",10,44,1863,C,0.922,Z,N,CZN,True,Retail,TRADING,SG,,"Nuts, Seeds & Beans"
61213,SOFTGEL PASTE SUPER BLACK 0.75OZ," 7,523 ",43,72,1864,C,0.922,Z,N,CZN,True,Retail,TRADING,US,,Bakery
53903,LOAF PAN NSTK COR SN2055 20552," 7,515 ",3,3,1865,C,0.922,Z,N,CZN,True,Retail,TRADING,TW,,Non Food
200977,PORK SPARE RIBS PRIME," 7,512 ",0,0,1866,C,0.922,Z,N,CZN,True,Retail,FG,P-SG,Y,Meat
110571,FRZ DURIAN PULP PHEONIX REDMAN 1KG," 7,500 ",1,13,1867,C,0.922,Z,N,CZN,True,Non Retail,TRADING,MY,,Fruits
101011,PAN MUFFIN 6 CUPS DIA45XH29MM/TOMIZ," 7,494 ",2,2,1868,C,0.923,Z,N,CZN,True,Retail,TRADING,JP,,Non Food
2494,SPATULA PLASTIC WHITE S 240MM/REDMAN," 7,484 ",16,26,1869,C,0.923,Z,N,CZN,True,Retail,TRADING,MY,,Non Food
16122,SQUARE TIN 8X8X3," 7,480 ",6,8,1870,C,0.923,Z,N,CZN,True,Retail,TRADING,ID,,Non Food
1751,PLASTIC KNIFE ANGLED," 7,464 ",25,49,1871,C,0.923,Z,N,CZN,True,Retail,TRADING,TW,,Non Food
1128,EMULCO STRAWBERRY REDMAN 1KG," 7,460 ",62,139,1872,C,0.923,Y,N,CYN,True,Non Retail,FG,P-SG,Y,Bakery
66742,SYRUP SUPER BERRIES FLV/DAVINCI 750ML," 7,457 ",19,135,1873,C,0.923,Z,N,CZN,True,Non Retail,TRADING,MY,,Beverage
80415,BEEF WAGYU MINCE," 7,441 ",6,106,1874,C,0.923,Z,N,CZN,True,Non Retail,FG,P-SG,Y,Meat
108933,FRZ DURIAN PULP D88 MDUR REDMAN 1KG," 7,440 ",1,12,1875,C,0.923,Z,N,CZN,True,Non Retail,TRADING,MY,,Fruits
12535,TWIST TIES (GOLD) 10CM," 7,433 ",69,316,1876,C,0.924,Y,N,CYN,True,Non Retail,TRADING,HK,,Non Food
67513,SUGAR DEMERARA 1KG," 7,429 ",93,524,1877,C,0.924,Y,M,CYM,True,Retail,FG,P-SG,Y,Bakery
105018,CHEESE MOZZARELLA SHREDDED/ALBA 250G," 7,428 ",4,4,1878,C,0.924,Z,N,CZN,True,Retail,TRADING,AU,,Cheese
55458,FLOUR PIZZA TIPO 00 REDMAN 1KG," 7,427 ",28,54,1879,C,0.924,Z,N,CZN,True,Retail,FG,P-SG,Y,"Flour, Grain & Flakes"
104146,CANDY JELLY UNICORN 30G," 7,424 ",1,3,1880,C,0.924,Z,N,CZN,True,Retail,TRADING,KR,,Grocery
732,DRIED CURRANTS REDMAN 250G," 7,416 ",12,29,1881,C,0.924,Z,N,CZN,True,Retail,FG,P-SG,Y,Fruits
106346,CRISPY PEARL CARAMEL 800G ML," 7,414 ",27,63,1882,C,0.924,Z,N,CZN,True,Retail,TRADING,BE,,Bakery
58610,TOPPING SAUCE STRAWBERRY/HERSHEY 623G," 7,411 ",58,132,1883,C,0.924,Y,N,CYN,True,Non Retail,TRADING,US,,Grocery
11018,FLAVOUR YAM REDMAN 510ML," 7,408 ",33,101,1884,C,0.924,Z,N,CZN,True,Non Retail,FG,P-SG,Y,Bakery
101888,FLOUR PASTRY WHITE FINE 5LB," 7,389 ",11,77,1885,C,0.924,Z,N,CZN,True,Retail,TRADING,US,,"Flour, Grain & Flakes"
54414,CHOC DARK DROP 8500 BAKEWAY 250G," 7,387 ",2,2,1886,C,0.924,Z,N,CZN,True,Retail,FG,P-SG,Y,Chocolates
56912,CHEESE CHEDDAR EX MATURE/SNOWDONIA 200G," 7,373 ",12,33,1887,C,0.924,Z,N,CZN,True,Retail,TRADING,GB,,Cheese
103882,CANDLE HOLDER ASST COLOUR 1000PC," 7,366 ",193,379,1888,C,0.924,Y,M,CYM,True,Non Retail,TRADING,SG,,Non Food
103847,SEMOLINA EXTRA 500G/GRANORO," 7,366 ",32,160,1889,C,0.924,Z,N,CZN,True,Non Retail,TRADING,IT,,PHD
100354,"BOX LOG CAKE 10""X6""X6""H /XMAS PARTY"," 7,359 ",14,24,1890,C,0.925,Z,N,CZN,True,Non Retail,TRADING,MY,,Non Food
64605,BISCUIT DIGESTIVE GLUTEN FRE/GULLON 150G," 7,357 ",6,131,1891,C,0.925,Z,N,CZN,True,Retail,TRADING,ES,,Grocery
110631,WHOLE FRESH DURIAN GANG HAI D208," 7,354 ",1,3,1892,C,0.925,Z,N,CZN,True,Non Retail,TRADING,MY,,Fruits
68130,"PIZZA BASE 8"" (THIN) (ROUND)/REDMAN"," 7,344 ",2,69,1893,C,0.925,Z,N,CZN,True,Non Retail,TRADING,SG,,Bakery
51086,WRAPPER HAMBURGER 30X30CM," 7,335 ",23,127,1894,C,0.925,Z,N,CZN,True,Retail,TRADING,CN,,Non Food
65802,CHEESE SCAMORZA SMOKED/CIRESA 250G," 7,316 ",15,22,1895,C,0.925,Z,N,CZN,True,Retail,TRADING,IT,,Cheese
62280,SPICES BAY LEAVES/REDMAN 100G," 7,316 ",30,164,1896,C,0.925,Z,N,CZN,True,Retail,TRADING,TR,,Grocery
60768,MAYONNAISE (BAKING MAYO)/KEWPIE 1L," 7,301 ",19,108,1897,C,0.925,Z,N,CZN,True,Non Retail,TRADING,MY,,Grocery
52824,CONTAINER PS SQ 110X110XH123MM FF2704," 7,266 ",8,36,1898,C,0.925,Z,N,CZN,True,Retail,TRADING,MY,,Non Food
81007,FRZ US BEEF STRIPLOIN PRIME/SWIFT," 7,243 ",6,63,1899,C,0.925,Z,N,CZN,True,Non Retail,TRADING,US,,Meat
54413,POPPING BOBA STRAWBERRY/REDMAN 3.2KG," 7,242 ",47,179,1900,C,0.925,Z,N,CZN,True,Non Retail,TRADING,TW,,Beverage
8532,FLAVOUR MANGO REDMAN 1KG," 7,237 ",5,12,1901,C,0.925,Z,N,CZN,True,Non Retail,FG,P-SG,Y,Bakery
81186,CAVIAR PLATINUM 125G (HYBRID)," 7,233 ",7,30,1902,C,0.925,Z,N,CZN,True,Non Retail,TRADING,BE,,Seafood
14904,FLOUR WHEAT PRIMA HIGH RISE 20KG," 7,231 ",7,64,1903,C,0.925,Z,N,CZN,True,Non Retail,TRADING,SG,,"Flour, Grain & Flakes"
81047,FRZ PORK BELLY SKIN ON," 7,225 ",15,86,1904,C,0.925,Z,N,CZN,True,Non Retail,TRADING,DE,,Meat
64622,PREMIX ROYAL ICING MIX REDMAN 250G," 7,221 ",23,43,1905,C,0.925,Z,N,CZN,True,Retail,FG,P-SG,Y,"Flour, Grain & Flakes"
54804,ALUM CHOC CANDY CUP ROUND 500PC," 7,220 ",3,6,1906,C,0.925,Z,N,CZN,True,Retail,TRADING,CN,,Non Food
12199,GEL SCHULY BRANDY 50%/ DAWN 5L," 7,212 ",6,42,1907,C,0.926,Z,N,CZN,True,Non Retail,TRADING,BE,,Bakery
58780,PAN MUFFIN 24CUP MINI N/S," 7,210 ",3,3,1908,C,0.926,Z,N,CZN,True,Retail,TRADING,ID,,Non Food
101891,FLOUR BREAD ARTISAN 25LB," 7,192 ",3,49,1909,C,0.926,Z,N,CZN,True,Non Retail,TRADING,US,,"Flour, Grain & Flakes"
56404,SPICES CHILLI POWDER RED/REDMAN 70G," 7,188 ",45,305,1910,C,0.926,Z,N,CZN,True,Non Retail,TRADING,CN,,Grocery
54416,CHOC DARK DROP 8500 BAKEWAY 7KG," 7,183 ",9,43,1911,C,0.926,Z,N,CZN,True,Non Retail,FG,P-SG,Y,Chocolates
105507,GF MIX CHOC CHIP COOKIE 22OZ," 7,177 ",4,11,1912,C,0.926,Z,N,CZN,True,Retail,TRADING,US,,"Flour, Grain & Flakes"
66735,SYRUP STRAWBERRY EURO/DAVINCI 750ML," 7,175 ",34,187,1913,C,0.926,Z,N,CZN,True,Non Retail,TRADING,MY,,Beverage
66808,CHIPPITS BAKEWAY 12.5KG," 7,173 ",12,69,1914,C,0.926,Z,N,CZN,True,Non Retail,FG,P-SG,Y,Chocolates
8614,"PIPING BAGS DISPOSABLE LARGE 18"" 10PC"," 7,164 ",29,95,1915,C,0.926,Z,N,CZN,True,Retail,TRADING,ID,,Non Food
105085,BREAD FLOUR (MON AMIE WHEAT)/TOMIZ 1KG," 7,149 ",5,42,1916,C,0.926,Z,N,CZN,True,Non Retail,TRADING,JP,,"Flour, Grain & Flakes"
106999,DARK CHOC FEVE CARAIBE 66% 250G VALRHONA," 7,146 ",4,4,1917,C,0.926,Z,N,CZN,True,Retail,TRADING,FR,,Chocolates
57907,DARK COMPOUND CHOCOLATE 1KG," 7,130 ",16,82,1918,C,0.926,Z,N,CZN,True,Retail,TRADING,MY,,Chocolates
106806,MOONCAKE PRESSED MOULD FLOWER 50G 6PC," 7,124 ",4,5,1919,C,0.926,Z,N,CZN,True,Retail,TRADING,CN,,Non Food
68060,OR OATS STEEL CUT 24OZ," 7,119 ",14,40,1920,C,0.926,Z,N,CZN,True,Retail,TRADING,US,,"Flour, Grain & Flakes"
10757,FLAVOUR KONN LYCHEE REDMAN 500ML," 7,112 ",11,30,1921,C,0.926,Z,N,CZN,True,Non Retail,FG,P-SG,Y,Bakery
58607,FLAXSEED GOLDEN WHOLE 50LBS," 7,106 ",2,14,1922,C,0.926,Z,N,CZN,True,Non Retail,TRADING,US,,"Nuts, Seeds & Beans"
100544,SPICE PEPPERCORN PINK/REDMAN 50G," 7,100 ",62,129,1923,C,0.927,Y,N,CYN,True,Non Retail,TRADING,BR,,Grocery
10701,MALTOSE/GREAT WALL 500G," 7,092 ",49,167,1924,C,0.927,Z,N,CZN,True,Retail,TRADING,SG,,Bakery
104169,DRESSING ROASTED SESAME/KEWPIE (50X25ML)," 7,083 ",8,47,1925,C,0.927,Z,N,CZN,True,Non Retail,TRADING,MY,,Grocery
202627,CHD BEEF TOMAHAWK (PORTIONED)," 7,082 ",0,0,1926,C,0.927,Z,N,CZN,True,Non Retail,FG,P-SG,Y,Meat
51951,DONUT FRYING OIL/REDMAN 16KG," 7,072 ",6,109,1927,C,0.927,Z,N,CZN,True,Non Retail,TRADING,SG,,Fat & Oil
201651,PWD EXTRACT BUTTERFLY PEA FLW 350G," 7,068 ",15,76,1928,C,0.927,Z,N,CZN,True,Non Retail,FG,P-SG,Y,Bakery
100499,GF FLOUR ALL PURPOSE 22OZ," 7,050 ",34,92,1929,C,0.927,Z,N,CZN,True,Retail,TRADING,US,,"Flour, Grain & Flakes"
106775,WHITE BEAN PASTE 1YR/TOMIZ 400G," 7,046 ",18,61,1930,C,0.927,Z,N,CZN,True,Retail,TRADING,JP,,Filling & Jam
201066,NUT PISTACHIO IN SHELL UNROASTED RM 250," 7,046 ",5,10,1931,C,0.927,Z,N,CZN,True,Retail,FG,P-SG,Y,"Nuts, Seeds & Beans"
202649,FRZ SHORT RIB STEAK 110G," 7,043 ",1,5,1932,C,0.927,Z,N,CZN,True,Non Retail,FG,P-SG,Y,Meat
80026,VINEGAR WINE WHITE CLVINB 500ML/COLAVITA," 7,038 ",60,371,1933,C,0.927,Y,M,CYM,True,Non Retail,TRADING,IT,,PHD
106020,INSTANT DRY YEAST(RED)/TOMIZ 10X3G," 7,036 ",1,12,1934,C,0.927,Z,N,CZN,True,Retail,TRADING,JP,,Bakery
50637,JAM RASPBERRY BAKEABLE/ REDMAN 7KG," 7,036 ",49,133,1935,C,0.927,Z,N,CZN,True,Non Retail,TRADING,PH,,Filling & Jam
58777,PAN CAKE SQUARE 9'' N/S MASTERSERIES," 7,034 ",1,1,1936,C,0.927,Z,N,CZN,True,Retail,TRADING,ID,,Non Food
13951,BC GOLD 120MM," 7,033 ",25,85,1937,C,0.927,Z,N,CZN,True,Non Retail,TRADING,CN,,Non Food
106997,MILK CHOC FEVE JIVARA 40% 250G VALRHONA," 7,030 ",2,2,1938,C,0.927,Z,N,CZN,True,Retail,TRADING,FR,,Chocolates
16093,RECTANGLE TRAY 13X15X1," 7,027 ",7,7,1939,C,0.927,Z,N,CZN,True,Retail,TRADING,ID,,Non Food
105096,"WHISK EGG 304S/S 10""/REDMAN"," 7,009 ",3,3,1940,C,0.927,Z,N,CZN,True,Retail,TRADING,TW,,Non Food
68211,CEREAL CUOR DI YOGURT CREAM/GULLON 220G," 6,995 ",4,39,1941,C,0.927,Z,N,CZN,True,Retail,TRADING,ES,,Grocery
105544,MATCHA POWDER/REDMAN 30G," 6,990 ",13,25,1942,C,0.928,Z,N,CZN,True,Retail,TRADING,JP,,Beverage
107089,FRESH TURBOT FARMED WHOLE 1/1.5KG," 6,990 ",4,46,1943,C,0.928,Z,N,CZN,True,Non Retail,TRADING,ES,,Seafood
101781,"BOX CAKE SILVER 8X8X5"" 5PC/REDMAN"," 6,985 ",14,28,1944,C,0.928,Z,N,CZN,True,Retail,TRADING,MY,,Non Food
57550,BOX CAKE WIN HANDLE 7X5X3.5," 6,983 ",14,29,1945,C,0.928,Z,N,CZN,True,Retail,TRADING,MY,,Non Food
